lambda_rank_sessions_s	lambda_node_sessions_s	output_tokens_per_sec	slo_met	cohort_index	start_secs	end_secs	requests	p50_ms	p90_ms	p99_ms	max_ms
0.02125	0.17	3146.023945206604	false	47	5640	5760	786	91.59220578703753	476.20586612583793	2993.7320404011184	4271.374537611337
0.02125	0.17	3146.023945206604	false	48	5760	5880	761	120.45370560372248	558.4831431215207	4780.710894427819	7025.258970606046
0.02125	0.17	3146.023945206604	false	49	5880	6000	819	105.54413479985669	670.7822959508127	4574.423740370074	8093.861742601803
0.02125	0.17	3146.023945206604	false	50	6000	6120	662	147.16896311529126	1438.3156510571087	7235.603614038036	9262.221865116771
0.02125	0.17	3146.023945206604	false	51	6120	6240	672	118.54622292594286	814.2649778763368	4118.288434308516	7134.517607100861
0.02125	0.17	3146.023945206604	false	52	6240	6360	634	159.80755618147668	911.7413910629709	6958.0483051250985	12101.22234676055
0.02125	0.17	3146.023945206604	false	53	6360	6480	699	132.30370367091382	816.0556613798691	5582.871983465837	8733.918300167716
0.02125	0.17	3146.023945206604	false	54	6480	6600	660	221.56720484417747	2855.9835747246343	22553.60437480313	30985.003742016488
0.02125	0.17	3146.023945206604	false	55	6600	6720	715	258.64692244249454	2636.895134249064	36880.25515314665	38390.83987201229
0.02125	0.17	3146.023945206604	false	56	6720	6840	596	300.045715577653	6467.14727523613	32892.73800257223	37828.92123043894
0.02125	0.17	3146.023945206604	false	57	6840	6960	726	338.76399211294483	7989.151933709763	48687.78390442458	53559.55948594965
0.02125	0.17	3146.023945206604	false	58	6960	7080	717	378.6168711430946	9035.862698746128	42565.01721299461	48335.26032487316
0.02125	0.17	3146.023945206604	false	59	7080	7200	716	350.8868951394106	9887.93777986757	44995.7382356638	48405.90494791286
0.0225	0.18	3314.1089104004363	false	0	0	120	478	80.60346993499934	642.0845317513341	1582.6652196085663	3107.623769841666
0.0225	0.18	3314.1089104004363	false	1	120	240	494	30.159481119198972	245.51943876599577	1283.0097566164657	2306.7446096265485
0.0225	0.18	3314.1089104004363	false	2	240	360	435	29.296125170276355	162.30227676423968	812.4690125530399	2336.9730091944803
0.0225	0.18	3314.1089104004363	false	3	360	480	455	35.05412409822384	169.36418358463928	1141.9885944534283	2922.437304959203
0.0225	0.18	3314.1089104004363	false	4	480	600	438	29.882246418310388	148.38698619773825	800.6628843920362	1289.8305344042456
0.0225	0.18	3314.1089104004363	false	5	600	720	609	32.16674812711062	199.5415555958972	1241.8291715817031	2608.2772683294024
0.0225	0.18	3314.1089104004363	false	6	720	840	717	28.177187764867995	176.3533105013266	1159.4053011411802	3057.968097502453
0.0225	0.18	3314.1089104004363	false	7	840	960	621	31.008596164156188	203.08896536289467	1606.501524657042	3762.1799869698407
0.0225	0.18	3314.1089104004363	false	8	960	1080	523	28.260949929062917	154.47488130057542	993.9185062576305	1997.579826434503
0.0225	0.18	3314.1089104004363	false	9	1080	1200	602	34.72746863872089	199.45252917109426	1000.4189356272775	3460.414834513358
0.0225	0.18	3314.1089104004363	false	10	1200	1320	765	31.887191648365842	171.37099717865573	1272.237252501418	2060.1169664469126
0.0225	0.18	3314.1089104004363	false	11	1320	1440	826	36.40460665315004	230.59510354300983	1940.7464721473389	3390.088577540155
0.0225	0.18	3314.1089104004363	false	12	1440	1560	719	36.3529206374551	293.61283376265425	2012.1742968155418	3341.140812964568
0.0225	0.18	3314.1089104004363	false	13	1560	1680	673	62.43155233823927	522.2094779137482	3006.008724189649	4231.7936998770165
0.0225	0.18	3314.1089104004363	false	14	1680	1800	627	47.85051947010288	332.2378186794593	2264.3415092860605	4269.256337401657
0.0225	0.18	3314.1089104004363	false	15	1800	1920	635	100.0732293132387	424.2821096939225	2755.295608650681	4083.7468014042315
0.0225	0.18	3314.1089104004363	false	16	1920	2040	646	55.598729600887964	365.3065143355434	2131.828802481519	3160.9658551233224
0.0225	0.18	3314.1089104004363	false	17	2040	2160	603	44.70525435272066	348.5122418587715	1658.2364433534729	2534.3338246225358
0.0225	0.18	3314.1089104004363	false	18	2160	2280	601	41.38267002053908	352.864679315644	1246.1938521255433	3118.0086927251978
0.0225	0.18	3314.1089104004363	false	19	2280	2400	675	81.00029699835432	454.101656961575	2327.7202973767453	4415.35968705648
0.0225	0.18	3314.1089104004363	false	20	2400	2520	549	44.605283020246134	304.2159696986346	2560.9463844032507	3365.859832125352
0.0225	0.18	3314.1089104004363	false	21	2520	2640	658	45.11675400817694	257.4489245041153	2456.4675435867566	3643.5536445715115
0.0225	0.18	3314.1089104004363	false	22	2640	2760	619	61.23138995917543	341.8882703155761	2435.7736004862118	3597.69372134906
0.0225	0.18	3314.1089104004363	false	23	2760	2880	701	61.36115155277366	325.53394249043777	4107.381756776704	7732.36079003982
0.0225	0.18	3314.1089104004363	false	24	2880	3000	739	56.08673908045603	289.30398692627944	2954.8801760793685	3714.150688899281
0.0225	0.18	3314.1089104004363	false	25	3000	3120	621	35.92725041380618	238.624688325217	1941.6021690820303	4199.527057507112
0.0225	0.18	3314.1089104004363	false	26	3120	3240	623	57.24644338260987	427.9107555212252	5833.548437460246	9003.051209451769
0.0225	0.18	3314.1089104004363	false	27	3240	3360	730	101.36570264421607	450.46797699042145	2776.6505919976084	4943.02417405288
0.0225	0.18	3314.1089104004363	false	28	3360	3480	601	74.55462635152799	406.77412016884773	2177.3886275605037	8245.3732869335
0.0225	0.18	3314.1089104004363	false	29	3480	3600	760	149.70935486780945	902.4233708729306	4355.899040387566	6777.237238528869
0.0225	0.18	3314.1089104004363	false	30	3600	3720	707	96.49852365146216	678.0005301276104	5087.9679794838	8169.786404262595
0.0225	0.18	3314.1089104004363	false	31	3720	3840	771	135.77376596185786	667.5299633252507	2857.636088365412	3957.630071354288
0.0225	0.18	3314.1089104004363	false	32	3840	3960	732	203.46142605148998	1453.0245678344718	4641.653588146545	10844.11618311151
0.0225	0.18	3314.1089104004363	false	33	3960	4080	702	256.5736258893594	2019.9665837366401	7095.64601837906	12907.132780610482
0.0225	0.18	3314.1089104004363	false	34	4080	4200	848	173.75525024681338	1193.9307286941619	4187.697217225785	6524.674959343429
0.0225	0.18	3314.1089104004363	false	35	4200	4320	924	210.53132733732127	1536.2803047519283	8879.45762145506	11769.877725236256
0.0225	0.18	3314.1089104004363	false	36	4320	4440	785	228.6944523866623	2360.6590264942506	9494.498373145494	15162.859451205804
0.0225	0.18	3314.1089104004363	false	37	4440	4560	792	184.3922597281562	1376.1530302598658	5551.548604635056	9126.823982700444
0.0225	0.18	3314.1089104004363	false	38	4560	4680	626	73.41037773721837	355.97704704105126	3316.484560473782	4807.791644248937
0.0225	0.18	3314.1089104004363	false	39	4680	4800	769	147.02937036872754	965.1712967213831	4137.540386746145	5794.160040591123
0.0225	0.18	3314.1089104004363	false	40	4800	4920	715	138.3910470876799	836.492403578814	4123.416294149543	6805.986026897699
0.0225	0.18	3314.1089104004363	false	41	4920	5040	750	109.32426833596764	554.2057646473041	3198.3184560932477	4818.928054983189
0.0225	0.18	3314.1089104004363	false	42	5040	5160	711	92.73898827814264	523.5646434357477	4747.431046088959	7219.107932213774
0.0225	0.18	3314.1089104004363	false	43	5160	5280	705	53.90729386272142	539.702222576125	3771.2975495943188	4820.486242461811
0.0225	0.18	3314.1089104004363	false	44	5280	5400	615	88.75137878749229	615.6856261921351	6163.664340069175	12685.361300877048
0.0225	0.18	3314.1089104004363	false	45	5400	5520	777	153.11256277709617	739.3303542012283	4492.876795568555	8491.10699918947
0.0225	0.18	3314.1089104004363	false	46	5520	5640	786	102.46644435301278	540.9091035603524	3165.314370857185	4310.655001621853
0.0225	0.18	3314.1089104004363	false	47	5640	5760	769	165.33074515973567	1245.4738518741588	5514.331514492503	12644.91193170943
0.0225	0.18	3314.1089104004363	false	48	5760	5880	737	71.60169800044969	560.3410561872804	4936.094017650391	7716.774520023137
0.0225	0.18	3314.1089104004363	false	49	5880	6000	701	159.2636748418954	1229.9532718307091	7628.254577096413	12145.066579089871
0.0225	0.18	3314.1089104004363	false	50	6000	6120	727	150.0389300945244	1159.1343097999925	4466.699461221452	7045.1825919944895
0.0225	0.18	3314.1089104004363	false	51	6120	6240	761	92.51615023640625	578.5616629727883	4740.091635992211	8775.57336080099
0.0225	0.18	3314.1089104004363	false	52	6240	6360	752	131.84719378750742	704.1951118138965	3187.6729545924186	5788.514408834089
0.0225	0.18	3314.1089104004363	false	53	6360	6480	639	229.5064125173667	2447.6926449784523	8562.128380662545	12264.439963548284
0.0225	0.18	3314.1089104004363	false	54	6480	6600	776	236.3018435480626	2356.338164859153	8158.263140832332	13513.532501654481
0.0225	0.18	3314.1089104004363	false	55	6600	6720	803	336.8230797586875	4877.698380399306	15342.646960357983	20774.249213687654
0.0225	0.18	3314.1089104004363	false	56	6720	6840	827	345.368444262931	5016.975747237302	32649.85934246681	51564.36349438627
0.0225	0.18	3314.1089104004363	false	57	6840	6960	714	555.8621874342862	14627.633883297496	66348.01597096543	68382.47288833372
0.0225	0.18	3314.1089104004363	false	58	6960	7080	783	414.89702617400326	7209.22651620204	61050.94596609707	68668.13308448036
0.0225	0.18	3314.1089104004363	false	59	7080	7200	713	485.02466172431014	8716.009360836324	74093.18592803138	77727.85581517564
0.02375	0.19	3397.988614021366	false	0	0	120	472	141.57449760136842	729.6924936105597	1277.1652317309827	1786.7826817384866
0.02375	0.19	3397.988614021366	false	1	120	240	555	51.699505061151285	471.0566951907823	1658.7469830810062	2243.6561449135297
0.02375	0.19	3397.988614021366	false	2	240	360	458	28.979275905612667	166.9184183804646	871.0556561143541	2681.4834720426006
0.02375	0.19	3397.988614021366	false	3	360	480	468	33.53425604973381	187.7110143850132	1156.1227608037095	2558.5823976975917
0.02375	0.19	3397.988614021366	false	4	480	600	451	30.406113146909775	161.29210320332277	758.2159113912894	2675.50934742394
0.02375	0.19	3397.988614021366	false	5	600	720	719	33.23561925935792	238.36580082715966	1941.4697056990499	3195.7391913024367
0.02375	0.19	3397.988614021366	false	6	720	840	684	28.048821728589246	150.87414429522144	1077.2394446340697	2838.3063518026574
0.02375	0.19	3397.988614021366	false	7	840	960	592	30.48891783782892	163.09500816173568	1151.3448130645759	2422.019009979067
0.02375	0.19	3397.988614021366	false	8	960	1080	583	32.430102459329646	201.1906042539522	1551.9106427763925	2787.7490723672054
0.02375	0.19	3397.988614021366	false	9	1080	1200	683	36.837725441273506	188.37540576769246	1355.3443829597327	2061.0059065793394
0.02375	0.19	3397.988614021366	false	10	1200	1320	835	31.809011534278397	198.23995094739075	1443.6627602233696	3289.828310894336
0.02375	0.19	3397.988614021366	false	11	1320	1440	853	37.065353091747966	235.36243649705293	2217.3539067520337	3482.6946459270403
0.02375	0.19	3397.988614021366	false	12	1440	1560	734	64.70454150053229	358.21592179472697	2648.927400401739	3717.060079269231
0.02375	0.19	3397.988614021366	false	13	1560	1680	662	66.53010121544867	343.8717191281284	1960.974855054044	4381.648070995652
0.02375	0.19	3397.988614021366	false	14	1680	1800	641	66.15203301362271	333.709273567365	1869.0793348349894	3442.3853845587473
0.02375	0.19	3397.988614021366	false	15	1800	1920	603	83.00424783283233	569.5373559982728	4139.436625035992	5554.6267656000055
0.02375	0.19	3397.988614021366	false	16	1920	2040	644	56.13895508395217	370.0843041608559	2479.887860678348	3621.256089256349
0.02375	0.19	3397.988614021366	false	17	2040	2160	633	39.38124695650913	281.61844505712	1118.3161939686158	2480.0958429004822
0.02375	0.19	3397.988614021366	false	18	2160	2280	734	100.86754729036329	502.0265230515636	2511.1915683260463	3486.1033470533584
0.02375	0.19	3397.988614021366	false	19	2280	2400	633	52.35700473713223	326.64150780456123	2409.9165942118225	3457.0904182619415
0.02375	0.19	3397.988614021366	false	20	2400	2520	602	38.5047802437839	240.26392976593343	1921.3000453867708	5050.620482727936
0.02375	0.19	3397.988614021366	false	21	2520	2640	672	131.79349293613996	743.738657014637	5367.770972482542	6945.175178457248
0.02375	0.19	3397.988614021366	false	22	2640	2760	652	56.99314892399343	356.0367754934302	3542.8802669617385	5015.5008673636985
0.02375	0.19	3397.988614021366	false	23	2760	2880	718	77.21824194413784	306.3293595974757	2886.230663725774	3829.9157950723384
0.02375	0.19	3397.988614021366	false	24	2880	3000	608	54.58950494312376	364.4778867675092	3246.0321139720636	7428.321545805375
0.02375	0.19	3397.988614021366	false	25	3000	3120	710	95.0021031835604	437.09679610283274	3208.590963686585	5015.400793221488
0.02375	0.19	3397.988614021366	false	26	3120	3240	747	103.72342765458598	596.089798646244	5878.520101403823	8400.348287423185
0.02375	0.19	3397.988614021366	false	27	3240	3360	697	122.22083200049383	479.36626219889143	2483.316399206989	7996.312637568735
0.02375	0.19	3397.988614021366	false	28	3360	3480	764	131.04047264050678	490.0197742379534	2695.6614041795006	5250.565083065339
0.02375	0.19	3397.988614021366	false	29	3480	3600	783	64.0466053819182	490.4503898887933	3784.3988798643627	4956.5449226738565
0.02375	0.19	3397.988614021366	false	30	3600	3720	777	108.47061378444778	614.3832739655409	3044.7827669585645	6707.856396746138
0.02375	0.19	3397.988614021366	false	31	3720	3840	789	209.05386451431696	1376.600738632624	6222.585322133642	11666.103553103312
0.02375	0.19	3397.988614021366	false	32	3840	3960	778	282.3683838355464	2633.9768568577742	11640.838123553953	23479.349786360217
0.02375	0.19	3397.988614021366	false	33	3960	4080	796	399.2322377603159	7621.984254058589	35509.10720499239	38146.99148093132
0.02375	0.19	3397.988614021366	false	34	4080	4200	750	340.74494325113847	5446.506646000675	43015.43322747116	50348.27841243168
0.02375	0.19	3397.988614021366	false	35	4200	4320	794	335.659377218235	4097.584239529625	45761.62216404364	48418.33644073904
0.02375	0.19	3397.988614021366	false	36	4320	4440	676	350.16772160679466	6767.568506573298	48461.90378380379	55681.24610376253
0.02375	0.19	3397.988614021366	false	37	4440	4560	739	356.2097301983158	6164.390209489103	44013.37831482688	49220.60304190745
0.02375	0.19	3397.988614021366	false	38	4560	4680	713	251.4535536738549	5787.08529357756	29647.20476507009	34508.80704445626
0.02375	0.19	3397.988614021366	false	39	4680	4800	797	263.69590526974207	4549.652743325169	36590.290783047894	38958.65203100129
0.02375	0.19	3397.988614021366	false	40	4800	4920	708	235.86364294214945	2893.824442210104	13478.608350062148	17569.8807662302
0.02375	0.19	3397.988614021366	false	41	4920	5040	722	283.5601795695766	2769.7438713063093	13415.905619808642	14901.717088755504
0.02375	0.19	3397.988614021366	false	42	5040	5160	836	192.64133867318378	1581.3333962441902	5280.630613500254	8194.960820097549
0.02375	0.19	3397.988614021366	false	43	5160	5280	801	107.87926899865852	693.1541565299995	3938.480625189186	6784.701063429566
0.02375	0.19	3397.988614021366	false	44	5280	5400	866	102.91669261596326	502.94168305117637	5095.4724989055685	8620.809221989475
0.02375	0.19	3397.988614021366	false	45	5400	5520	738	66.40280329065718	574.6421468671559	3845.9456819625298	6158.331156545501
0.02375	0.19	3397.988614021366	false	46	5520	5640	826	136.80060937895178	727.4964158004877	3725.029011241304	9311.768466640387
0.02375	0.19	3397.988614021366	false	47	5640	5760	736	132.1562778639418	631.9477660631492	5219.948053718413	8678.122512206755
0.02375	0.19	3397.988614021366	false	48	5760	5880	752	136.506680050843	863.2785468023937	3965.989083952764	8351.635860332863
0.02375	0.19	3397.988614021366	false	49	5880	6000	829	249.72571689613687	3327.736343939069	16448.38279669985	21870.924045959327
0.02375	0.19	3397.988614021366	false	50	6000	6120	777	240.6348115819128	2718.4617857627013	7839.6150636679895	15368.10954765133
0.02375	0.19	3397.988614021366	false	51	6120	6240	769	264.58926464329124	3763.591399911276	11746.185940604757	21740.375105490784
0.02375	0.19	3397.988614021366	false	52	6240	6360	763	273.7073254902498	4844.184669725476	16485.39467509907	21214.672744064956
0.02375	0.19	3397.988614021366	false	53	6360	6480	820	241.88305376264907	2997.710297375671	9411.465195161274	13676.02925104984
0.02375	0.19	3397.988614021366	false	54	6480	6600	932	305.61535844572063	4390.610056380137	19020.5813859408	22272.1265195014
0.02375	0.19	3397.988614021366	false	55	6600	6720	801	432.0677966097719	14683.34740300088	60014.11970752633	68169.08124153997
0.02375	0.19	3397.988614021366	false	56	6720	6840	647	625.943462637224	54583.568999630006	83919.56733133335	89738.66526522943
0.02375	0.19	3397.988614021366	false	57	6840	6960	571	1864.008447733795	82638.52360671444	108598.67704110008	119536.66667210018
0.02375	0.19	3397.988614021366	false	58	6960	7080	484	4265.468518630769	92763.58165001984	127502.30368951467	131385.01229830034
0.02375	0.19	3397.988614021366	false	59	7080	7200	521	3272.329628280204	76012.60620725225	97244.4591611088	116345.77993873427
0.025	0.2	3377.456726966769	false	0	0	120	487	126.95002299437874	666.1068716881803	1347.225721875579	1719.8320738125403
0.025	0.2	3377.456726966769	false	1	120	240	563	115.21526115393499	714.6875032638036	1524.788372588009	2572.6063549543596
0.025	0.2	3377.456726966769	false	2	240	360	472	37.82134784319169	316.9340354857924	1218.5018751442176	2028.2607004733109
0.025	0.2	3377.456726966769	false	3	360	480	496	34.296240806497735	189.20188550191597	1282.526054096231	2458.126176732094
0.025	0.2	3377.456726966769	false	4	480	600	511	28.06611422874994	152.33235743653495	618.2538253505754	1328.2774768154013
0.025	0.2	3377.456726966769	false	5	600	720	796	31.998740441167683	239.39503721749134	2307.5620375653425	3233.258675255456
0.025	0.2	3377.456726966769	false	6	720	840	652	30.898897735823994	185.35269273488663	1318.159801959751	2900.364530288698
0.025	0.2	3377.456726966769	false	7	840	960	583	29.1896062512933	181.13022786765217	1638.2889626750766	3476.213418295174
0.025	0.2	3377.456726966769	false	8	960	1080	640	35.92885107377697	207.48432928307926	1704.8147543897649	2585.376690401972
0.025	0.2	3377.456726966769	false	9	1080	1200	777	39.47923819669086	215.4992418598339	1892.1774667887078	3189.3844534638447
0.025	0.2	3377.456726966769	false	10	1200	1320	851	30.296133143565385	170.38817940692752	1182.9530299644375	2204.421085875765
0.025	0.2	3377.456726966769	false	11	1320	1440	822	40.608540512039326	296.6069090567998	2219.618407000259	3238.724152166924
0.025	0.2	3377.456726966769	false	12	1440	1560	781	73.58226388714684	481.0896262733877	3090.3897453333248	4705.54811767488
0.025	0.2	3377.456726966769	false	13	1560	1680	652	90.8913761702479	459.4941751573965	2267.8270704449915	3406.1131311405006
0.025	0.2	3377.456726966769	false	14	1680	1800	647	114.13742768445445	506.21091652974417	2408.1540688642217	3934.9172794959486
0.025	0.2	3377.456726966769	false	15	1800	1920	644	56.5731655772197	411.48779451286924	2696.6482930765796	3815.541805717203
0.025	0.2	3377.456726966769	false	16	1920	2040	627	63.932431957255176	485.2660906743038	2466.3908526294936	3069.9629069326875
0.025	0.2	3377.456726966769	false	17	2040	2160	771	58.64652348964228	343.7428139750409	1840.1080028498136	3161.919463292179
0.025	0.2	3377.456726966769	false	18	2160	2280	672	68.19890582141852	455.8574585646964	2477.34571101353	4562.73458151054
0.025	0.2	3377.456726966769	false	19	2280	2400	680	73.23963895282759	360.53732545915415	2471.506871276962	3902.475556567424
0.025	0.2	3377.456726966769	false	20	2400	2520	667	69.0556983663555	365.1774530380859	3367.3478251391757	5351.49894647293
0.025	0.2	3377.456726966769	false	21	2520	2640	654	93.76337574803983	429.74368941959403	2626.73294239894	4991.59562436671
0.025	0.2	3377.456726966769	false	22	2640	2760	689	73.6358876374652	324.7965766093331	2796.9389195677295	3616.162016420276
0.025	0.2	3377.456726966769	false	23	2760	2880	607	108.81378380872775	839.6761458341639	4306.736522773426	6840.849396926387
0.025	0.2	3377.456726966769	false	24	2880	3000	746	80.698601208951	425.91964578605257	2220.338434868374	4072.31269651038
0.025	0.2	3377.456726966769	false	25	3000	3120	764	129.51396419657613	563.7804757684539	2433.372271676535	3894.8878666769815
0.025	0.2	3377.456726966769	false	26	3120	3240	790	159.8380185678252	914.2209784299669	6292.54055516143	8030.708193843566
0.025	0.2	3377.456726966769	false	27	3240	3360	746	148.01102196270222	536.0628452167475	6989.711645503874	7613.05637708665
0.025	0.2	3377.456726966769	false	28	3360	3480	817	121.62368017288827	596.7217042636547	3769.190659647819	8178.016952166217
0.025	0.2	3377.456726966769	false	29	3480	3600	820	161.21116856766093	1182.0008605175647	5674.985858278468	10445.200174410274
0.025	0.2	3377.456726966769	false	30	3600	3720	769	233.43191548519826	2102.5306649267827	12114.78073610887	18353.53798140295
0.025	0.2	3377.456726966769	false	31	3720	3840	859	289.5684681561761	3202.4590957013093	10158.390161155792	13142.577833335054
0.025	0.2	3377.456726966769	false	32	3840	3960	805	532.2395479497573	11008.471869077042	34679.18702136366	39048.573877906165
0.025	0.2	3377.456726966769	false	33	3960	4080	802	376.55331780115375	8316.471784403338	39533.46302555824	45996.96882439457
0.025	0.2	3377.456726966769	false	34	4080	4200	752	317.3767809657875	5393.4097235823165	41813.52118315856	46840.755400385206
0.025	0.2	3377.456726966769	false	35	4200	4320	775	294.9249409030017	4156.3316863821465	33739.04698341474	38569.61331145703
0.025	0.2	3377.456726966769	false	36	4320	4440	721	369.33579350534274	6387.028265820845	39622.248888455935	44228.6190110417
0.025	0.2	3377.456726966769	false	37	4440	4560	784	385.2275292624654	8092.8842960165675	56050.47877736004	59176.75087052339
0.025	0.2	3377.456726966769	false	38	4560	4680	705	349.6199923565655	6587.2346160067555	45353.79571121335	55193.8238082239
0.025	0.2	3377.456726966769	false	39	4680	4800	720	284.70689214464073	9481.449500934208	44346.2431578507	47219.68120785732
0.025	0.2	3377.456726966769	false	40	4800	4920	769	382.6153246482136	9950.447600298327	56230.98933202907	59261.582699707105
0.025	0.2	3377.456726966769	false	41	4920	5040	795	309.33067741261766	7483.032579312574	38696.32618853124	42069.385507699735
0.025	0.2	3377.456726966769	false	42	5040	5160	794	279.5213629487989	9930.430342187994	27036.836969505934	30015.19604690384
0.025	0.2	3377.456726966769	false	43	5160	5280	708	277.163472979737	11134.400339781152	35965.57287555616	38136.905459342415
0.025	0.2	3377.456726966769	false	44	5280	5400	722	296.88494651873043	10368.40356481431	40173.67492973827	41130.277142988234
0.025	0.2	3377.456726966769	false	45	5400	5520	750	251.89973798705978	7049.314023908942	42137.3657265212	45975.35186654932
0.025	0.2	3377.456726966769	false	46	5520	5640	797	230.78926152265922	16497.892055456938	24828.969766124494	26104.566260561114
0.025	0.2	3377.456726966769	false	47	5640	5760	806	271.8396769037099	13121.631972266641	30952.795337988027	31547.732423485286
0.025	0.2	3377.456726966769	false	48	5760	5880	712	333.33678587814575	20843.87003494068	49704.83043601556	56788.41696068412
0.025	0.2	3377.456726966769	false	49	5880	6000	643	449.73530803781614	36168.80011446196	57579.20663256599	62543.66332412701
0.025	0.2	3377.456726966769	false	50	6000	6120	758	470.5480618481488	14066.527806551323	59813.79645122534	65146.17218652529
0.025	0.2	3377.456726966769	false	51	6120	6240	850	324.18079438366476	17232.08056654121	41530.4001810473	47365.0989596772
0.025	0.2	3377.456726966769	false	52	6240	6360	776	507.0074367390589	32162.836532762867	61799.7270010992	65451.17957629009
0.025	0.2	3377.456726966769	false	53	6360	6480	725	514.6154652193218	52013.592727768635	100723.20484211683	104294.18303725834
0.025	0.2	3377.456726966769	false	54	6480	6600	725	805.6437666800775	68647.2713337178	96695.50298385683	102112.84920180879
0.025	0.2	3377.456726966769	false	55	6600	6720	505	4248.374735921971	87135.58850090885	113100.32488497804	119103.32844611912
0.025	0.2	3377.456726966769	false	56	6720	6840	440	3565.9508503267716	98304.56603570457	121576.53737586996	127147.97630809335
0.025	0.2	3377.456726966769	false	57	6840	6960	515	2027.048854077293	112182.92607430341	149732.38430392634	157389.79287583788
0.025	0.2	3377.456726966769	false	58	6960	7080	471	9434.69004666622	137392.51362596586	153100.50632997428	154417.55702289083
0.025	0.2	3377.456726966769	false	59	7080	7200	414	10582.013273381563	137056.36662393424	153184.1070127465	157458.07117918957
0.0275	0.22	3248.0676307632134	false	0	0	120	528	74.84963383944887	626.3331198098514	1562.3363088505857	3105.7996568506496
0.0275	0.22	3248.0676307632134	false	1	120	240	585	112.04792268699748	664.5196751896948	1629.1478769240316	2423.330478771959
0.0275	0.22	3248.0676307632134	false	2	240	360	507	107.49013232634752	658.0671190034537	1829.841002947678	2854.469358842607
0.0275	0.22	3248.0676307632134	false	3	360	480	593	39.26282901147715	217.70722053915983	1179.1132554739024	2453.3188463105944
0.0275	0.22	3248.0676307632134	false	4	480	600	836	31.20456288843343	201.29489124497013	1229.232484972065	3003.1010728243928
0.0275	0.22	3248.0676307632134	false	5	600	720	729	31.47843704027764	177.04874478331485	1067.6852131337437	2572.4948562101417
0.0275	0.22	3248.0676307632134	false	6	720	840	564	29.838335666909188	190.96638744199475	1630.2582474446697	3194.3931358364352
0.0275	0.22	3248.0676307632134	false	7	840	960	736	40.75066283121487	201.70312491882214	1618.4017457334662	3126.285276944145
0.0275	0.22	3248.0676307632134	false	8	960	1080	832	50.492923880028684	253.06476790478882	2100.226347321966	3420.0724665461166
0.0275	0.22	3248.0676307632134	false	9	1080	1200	885	42.95042162493701	263.37723580518286	2319.1307134593058	3778.1222295202497
0.0275	0.22	3248.0676307632134	false	10	1200	1320	848	113.54239620914086	542.9027054251046	2895.41834425126	4051.5305178669223
0.0275	0.22	3248.0676307632134	false	11	1320	1440	792	51.804254185981335	336.25921975904004	1974.1092250352756	4071.8055665502106
0.0275	0.22	3248.0676307632134	false	12	1440	1560	728	110.22983934299191	519.3440714918784	3167.612376705024	4283.86010512304
0.0275	0.22	3248.0676307632134	false	13	1560	1680	704	94.73749616108762	563.5054523319927	2559.7555918435874	5535.889871428935
0.0275	0.22	3248.0676307632134	false	14	1680	1800	662	57.666204368160834	473.26861135147726	2268.728899536736	4222.601559302348
0.0275	0.22	3248.0676307632134	false	15	1800	1920	747	100.53815999390281	507.7736232610731	2713.595830446616	4300.813038570141
0.0275	0.22	3248.0676307632134	false	16	1920	2040	733	119.37214720182965	725.4487367279601	3625.631706595177	6478.32501915309
0.0275	0.22	3248.0676307632134	false	17	2040	2160	736	89.66754199468596	383.39487039138476	2234.0679276173623	4587.118512961752
0.0275	0.22	3248.0676307632134	false	18	2160	2280	764	124.72914624026998	673.5030316049706	2777.6473243720557	4262.715535823645
0.0275	0.22	3248.0676307632134	false	19	2280	2400	740	120.76070010880358	588.2210742924144	3169.6114097017485	4105.178803384661
0.0275	0.22	3248.0676307632134	false	20	2400	2520	649	59.702056828427885	354.2288952006858	2887.67778882953	3707.43196703188
0.0275	0.22	3248.0676307632134	false	21	2520	2640	613	87.93101790161018	345.99454663439263	2633.096046511964	3589.0811770341315
0.0275	0.22	3248.0676307632134	false	22	2640	2760	773	129.6482247989843	607.9885499984815	3092.6820014824984	5066.906888062476
0.0275	0.22	3248.0676307632134	false	23	2760	2880	795	162.3788429542401	848.1435991934633	5112.146793990869	8475.700927619073
0.0275	0.22	3248.0676307632134	false	24	2880	3000	856	162.64088873867877	854.5365418071924	4285.310427242306	8612.244614073461
0.0275	0.22	3248.0676307632134	false	25	3000	3120	883	208.8737648946335	1383.6407015092864	9295.03339602301	12650.200807423971
0.0275	0.22	3248.0676307632134	false	26	3120	3240	863	157.06614686314424	1197.9533466996147	9222.869459230636	12274.093548066958
0.0275	0.22	3248.0676307632134	false	27	3240	3360	869	193.31041523764725	1634.6781111546097	7902.38690164761	10970.397833477364
0.0275	0.22	3248.0676307632134	false	28	3360	3480	913	281.2310532935953	4540.8993547216605	15496.956183843904	21079.56464290237
0.0275	0.22	3248.0676307632134	false	29	3480	3600	854	293.56083256516285	2507.3196647286777	9734.81650463448	17453.084536661663
0.0275	0.22	3248.0676307632134	false	30	3600	3720	810	393.87987025475013	5717.565071008904	13314.907494754787	19053.220505723402
0.0275	0.22	3248.0676307632134	false	31	3720	3840	935	293.57007982980576	3310.7547594981975	11020.87450159218	12991.101083263857
0.0275	0.22	3248.0676307632134	false	32	3840	3960	742	715.2134054549606	11086.467225139768	62456.192496580385	67986.20226155527
