simulated_secs	simulated_days	wall_elapsed_secs	speed	eta_wall_secs	admitted	completed	running	waiting	epoch_min_waiting	epoch_max_waiting	active_sessions	output_tokens_per_sec	ttft_samples	p99_ttft_ms
3600.488325998106	0.04167231858794104	2.581143748	1455.8581606206083	590.9913032374169	13163	13132	31	0	0	4	151	2106.9378131915073	13132	1180.4880946748867
7200.7379026859035	0.08334187387367945	5.94214432	1071.1838599401342	799.861997682824	32436	32405	31	0	0	11	218	3127.5551208755633	19273	3040.3924321474487
10800.889126970436	0.1250102908214171	9.704324701	956.9321267182673	891.5983558823727	52506	52442	24	39	0	42	302	3217.068750299984	20037	58545.79142719274
14400.316561434829	0.16667033057216238	13.768840672	885.5734397359432	959.3780090015972	73216	73080	24	112	23	118	399	3110.0293598961675	20638	131851.3380405222
18000.91215848971	0.20834389072326054	17.737381774	907.2844645293062	932.4518614791995	89385	89074	19	291	108	298	548	2505.1347080960486	15994	258870.84304670544
21600.31404280697	0.2500036347547103	21.337812815	999.7141293244763	842.6405721867877	99765	99158	15	591	284	593	809	1619.323484103131	10084	396008.38543109084
25200.947306440907	0.29167763086158455	24.841078771	1027.7932989201431	816.1164833190177	108340	107416	17	906	588	913	1112	1302.3764589863417	8258	473947.32219061063
26390.77672054814	0.30544880463597385	26.057163439	978.4100035402574	856.0922519686684	111307	110290	16	1001	895	1001	1208	1360.415182889502	2874	496718.05863143806
